,speaker,text,cleaned
485,Trump,"Oh yeah, sure.",sure
486,Wallace,"President Trump, you have often said that you believe you will have done more for Black Americans than any president with the possible exception of Abraham Lincoln.",president trump say believe black americans president possible exception abraham lincoln
487,Trump,That’s true.,true
488,Wallace,"My question for the two of you, is why should voters trust you rather than your opponent to deal with the race issues facing this country over the next four years? Vice President Biden, you go first.",question voter trust opponent deal race issue face country year vice president biden
489,Biden,"It’s about equity and equality. It’s about decency. It’s about the constitution. And we have never walked away from trying to require equity for everyone, equality for the whole of America. But we’ve never accomplished it, but we’ve never walked away from it like he has done. It is true, the reason I got in the race is when those people… Close your eyes, remember what those people look like coming out of the fields, carrying torches, their veins bulging, just spewing anti-Semitic bile and accompanied by the Ku Klux Klan. A young woman got killed and they asked the president what he thought. He said, “There were very fine people on both sides.” No president’s ever said anything like that. [crosstalk 00:27:10].",equity equality decency constitution walk away try require equity equality america accomplish walk away like true reason get race people close eye remember people look like come field carry torch vein bulge spew anti semitic bile accompany ku klux klan young woman get kill ask president think say fine people side president say like
490,Wallace,It is his-,his
491,Biden,Now-,now
492,Wallace,… minute sir.,minute sir
493,Biden,"… second point I’d make to you, is that when Floyd was killed, when Mr. Floyd was killed, there was a peaceful protest in front of the White House. What did he do? He came out of his bunker, had the military use tear gas on them so he could walk across to a church and hold up a Bible. And then what happened after that? The Bishop of that very church said that it was a disgrace. The general who was with him said all he ever wants to do is divide people, not unite people at all. This is a president who has used everything as a dog whistle, to try to generate racists hatred, racist division.",second point floyd kill mr floyd kill peaceful protest white house come bunker military use tear gas walk church hold bible happen bishop church say disgrace general say want divide people unite people president dog whistle try generate racist hatred racist division
494,Biden,"This is a man who, in fact, you talk about helping African-Americans, one in 1000 African Americans has been killed because of the coronavirus. And if he doesn’t do something quickly, by the end of the year, one in 500 will have been killed. One in 500 African Americans. This man is as a savior of African-Americans? This man cares at all? This man’s done virtually nothing. Look, the fact is that you have to look at what he talks about. You have to look at what he did. And what he did has been disastrous for the African-American community.",man fact talk help african americans african americans kill coronavirus quickly end year kill african americans man savior african americans man care man virtually look fact look talk look disastrous african american community
495,Trump,So-,so
496,Wallace,"President Trump, you have two minutes. Why should Americans trust you over your opponent to deal race issues?",president trump minute americans trust opponent deal race issue
497,Trump,"You did a crime bill, 1994, where you call them super predators. African-Americans are super predators and they’ve never forgotten it. They’ve never forgotten it.",crime bill super predator african americans super predator forget forget
498,Biden,I’ve never said-,said
499,Wallace,"No, no, sir. It’s his two minutes.",sir minute
500,Trump,"So you did that and they call you a super predator and I’m letting people out of jail now, that you have treated the African-American population community, you have treated the black community about as bad as anybody in this country. You did the 1990… And that’s why, if you look at the polls, I’m doing better than any Republican has done in a long time, because they saw what you did. You call them super predators, and you’ve called them worse than that. Because you look back at your testimony over the years, you’ve called them a lot worse than that. As far as the church is concerned and as far as the generals are concerned, we just got the support of 250 military leaders and generals, total support. Law enforcement, almost every law enforcement group in the United States. I have Florida. I have Texas. I have Ohio. I have every… Excuse me, Portland, the sheriff just came out today and he said, “I support President Trump.”",super predator let people jail treat african american population community treat black community bad anybody country look poll well republican long time see super predator call bad look testimony year call lot bad far church concern far general concern get support military leader general total support law enforcement law enforcement group united states florida texas ohio excuse portland sheriff come today say support president trump
501,Trump,"I don’t think you have any law enforcement. You can’t even say the word law enforcement. Because if you say those words, you’re going to lose all of your radical left supporters. And why aren’t you saying those words, Joe? Why don’t you say the words law enforcement? Because you know what? If called us in Portland, we would put out that fire in a half an hour. But they won’t do it, because they’re run by radical left Democrats. If you look at Chicago, if you look at any place you want to look, Seattle, they heard we were coming in the following day and they put up their hands and we got back Seattle. Minneapolis, we got it back, Joe, because we believe in law and order, but you don’t. The top 10 cities and just about the top 40 cities are run by Democrats, and in many cases radical left. And they’ve got you wrapped around their finger, Joe, to a point where you don’t want to say anything about law and order. And I’ll tell you what, the people of this country want and demand law and order and you’re afraid to even say it.",think law enforcement word law enforcement word go lose radical left supporter say word joe word law enforcement know call portland fire half hour run radical left democrats look chicago look place want look seattle hear come follow day hand get seattle minneapolis get joe believe law order city city run democrat case radical left get wrap finger joe point want law order tell people country want demand law order afraid
502,Wallace,"All right. I want to return to the question of race. Vice President Biden, after the grand jury in the Breonna Taylor case decided not to charge any of the police with homicide, you said it raises the question, “Whether justice could be equally applied in America.” Do you believe that there is a separate but unequal system of justice for Blacks in this country?",right want return question race vice president biden grand jury breonna taylor case decide charge police homicide say raise question justice equally apply america believe separate unequal system justice black country
503,Biden,"Yes, there is. There’s systemic injustice in this country, in education and work and in law enforcement and the way in which it’s enforced. But look, the vast majority of police officers are good, decent, honorable men and women. They risk their lives every day to take care of us, but there are some bad apples. And when they occur, when they find them, they have to be sorted out. They have to be held accountable. They have to be held accountable. And what I’m going to do as President of the United States is call together an entire group of people at the White House, everything from the civil rights groups, to the police officers, to the police chiefs, and we’re going to work this out.",yes systemic injustice country education work law enforcement way enforce look vast majority police officer good decent honorable man woman risk life day care bad apple occur find sort hold accountable hold accountable go president united states entire group people white house civil right group police officer police chief go work
504,Biden,"We’re going to work this out. So we changed the way in which we have more transparency, in when these things happen. These cops aren’t happy to see what happened to George Floyd. These cops aren’t happy to see what happened to Breonna Taylor. Most don’t like it, but we have to have a system where people are held accountable when… And by the way, violence in response is never appropriate, never appropriate. Peaceful protest is, violence is never appropriate.",go work change way transparency thing happen cop happy happen george floyd cop happy happen breonna taylor like system people hold accountable way violence response appropriate appropriate peaceful protest violence appropriate
505,Wallace,"All right, Mr.-",right mr
506,Trump,What is peaceful protest? When they run through the middle of the town-,peaceful protest run middle town
507,Wallace,President Trump-,president trump
508,Trump,… and burn down your stores and kill people all over the place- [crosstalk 00:32:14].,burn store kill people place
509,Biden,That is not peaceful protest.,peaceful protest
511,Wallace,"President Trump, I’d like to continue with the issue of race. I promise we’re going to get to the issue of law and order in a moment.",president trump like continue issue race promise go issue law order moment
512,Trump,Fine.,fine
513,Wallace,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory. Why did you decide to do that, to end racial sensitivity training? And do you believe that there is systemic racism in this country, sir?",month administration direct federal agency end racial sensitivity training address white privilege critical race theory decide end racial sensitivity training believe systemic racism country sir
514,Trump,"I ended it because it’s racist. I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane. That it a radical revolution that was taking place in our military, in our schools, all over the place. And you know it, and so does everybody else. And he would know it- [crosstalk 00:33:02]",end racist end lot people complain ask thing absolutely insane radical revolution take place military school place know everybody know it
515,Wallace,What is radical about racial sensitivity training?,radical racial sensitivity training
516,Trump,"If you were a certain person, you had no status in life. It was sort of a reversal. And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas. And really, they were teaching people to hate our country And I’m not going to do that. I’m not going to allow that to happen. We have to go back to the core values of this country. They were teaching people that our country is a horrible place. It’s a racist place. And they were teaching people to hate our country. And I’m not going to allow that to happen.",certain person status life sort reversal look people pay people hundred thousand dollar teach bad idea frankly sick idea teach people hate country go go allow happen core value country teach people country horrible place racist place teach people hate country go allow happen
517,Wallace,Vice President Biden.,vice president biden
518,Biden,Nobody’s doing that. He’s the racist.,racist
519,Trump,You just don’t know.,know
520,Biden,Here’s the deal. I know a lot more about this- [crosstalk 00:15:43].,deal know lot this
521,Wallace,Let him finish.,let finish
522,Biden,"The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what insults them, what is demeaning to them. It’s important people know. Many people don’t want to hurt other people’s feelings, but it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem. It’s a little bit like how this guy and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, who grow up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They looked down on people who are a different color. In fact, we’re all Americans. The only way we’re going to bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on and we can defeat racism in American.",fact racial insensitivity people aware people feel like insult demean important people know people want hurt people feeling make big difference make gigantic difference way child able grow sense self esteem little bit like guy friend look people look nose people like irish catholics like grow scranton look people money look people different faith look people different color fact americans way go bring country bring everybody defeat racism american
523,Wallace,"Vice President… I mean, President Trump, sir.",vice president mean president trump sir
524,Trump,"During the Obama-Biden administration, there was tremendous division. There was hatred. You look at Ferguson, you look at, or you go to very… Many places, look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened… Frankly, it was more violent than what I’m even seeing now.",obama biden administration tremendous division hatre look ferguson look place look oakland look happen oakland look happen baltimore look happen frankly violent see
525,Biden,Oh my Lord.,lord
526,Trump,But the reason-,reason
527,Biden,This is ridiculous.,ridiculous
528,Trump,… is that the Democrats that run these cities-,democrats run cities
529,Biden,Absolutely ridiculous.,absolutely ridiculous
530,Trump,"… don’t want to talk, like you, about law and order.",want talk like law order
531,Biden,Violent crime-,violent crime
532,Trump,And you still haven’t mentioned. Are you in favor of law and order?,mention favor law order
533,Biden,I’m in favor of law. You- [crosstalk 00:35:15].,favor law you
534,Trump,Are you in favor of law and order? [crosstalk 00:35:17],favor law order
535,Wallace,"You asked a question, let him finish. [crosstalk 00:35:18] Let him answer.",ask question let finish let answer
536,Biden,"Law and order with justice, where people get treated fairly.",law order justice people treat fairly
537,Trump,Okay.,okay
538,Biden,"And the fact of the matter is, violent crime went down 17%, 15% in our administration. It’s gone up on his watch.",fact matter violent crime go administration go watch
539,Trump,It went down much more in ours.,go
540,Wallace,"All right, we’re done- [crosstalk 00:35:35] Mr. President, you’re going to be very happy because we’re now going to talk about law and order.",right done mr president go happy go talk law order
541,Trump,The places we had trouble were democratic run cities-,place trouble democratic run cities
542,Wallace,"That’s exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a…",exactly question dramatic increase homicides america summer particularly blame democratic mayor democratic governor fact equivalent spike republican lead city like tulsa fort worth question
543,Wallace,"It’s like Tulsa and Fort worth. So the question is, is this really a party issue?",like tulsa fort worth question party issue
544,Trump,"I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it’s going up, like nobody’s ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what’s going on and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you’ve never seen before.",think party issue bring couple example look chicago go chicago people shoot die shot look new york go like see number go crime crazy go want law order lose radical left supporter get run country run way want run way suburb go problem like see
545,Biden,He wouldn’t know a suburb unless you took a wrong turn.,know suburb take wrong turn
546,Trump,"Oh, I know suburbs so much that you.",know suburb
547,Wallace,Gentlemen wait a minute.,gentleman wait minute
548,Biden,"I was raised in the suburbs. This is not 1950. All these dog whistles and racism don’t work anymore. Suburbs are by and large integrated. There’s many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They’re dying in the suburbs. His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything. That’s why the suburbs are in trouble.",raise suburb dog whistle racism work anymore suburb large integrated people today drive kid soccer practice and or black white hispanic car time past threat suburb safety failure deal covid die suburb failure deal environment flood burn refusal suburb trouble
549,Wallace,"I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?",want talk issue law order joint recommendation come biden bernie sander task force talk quote imagining policing imagining policing mean support finish question imagining policing mean support black life matter community control policing
550,Biden,"Look, what I support are the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That’s when crime went down, it didn’t go up. It went down. And so we have to be…",look support police have opportunity deal problem face totally opposed defunde police office matter fact police local police defunding budget call million cut local law enforcement assistance need assistance need psychologist psychiatrist have use force able talk people community police like officer know people community crime go go
551,Trump,That’s not what they are talking about this. That’s not what it is about. He’s talking about defunding the police.,talk talk defunde police
552,Biden,That is not true.,true
553,Trump,He doesn’t have any law support. He has no law enforcement.,law support law enforcement
554,Biden,That’s not true.,true
555,Trump,"He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time.",group support group come support ahead think time
556,Biden,We don’t have time to do anything.,time
557,Trump,"No, no think right now. Name one law enforcement group that came out in support of you.",think right law enforcement group come support
558,Wallace,"Now, gentleman. I think I’m going to tell I’m going to take back the bottom line.",gentleman think go tell go line
560,Wallace,"And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”",want subject issue protest city turn violent portland oregon especially straight day protest think agree talk peaceful protest turn riot mr vice president people commit crime hold accountable question democratic nominee early tonight say democratic party right call democratic mayor portland democratic governor oregon say get stop bring national guard take stop day month violence portland
561,Biden,I don’t hold public office. Now I am a former vice president. I’ve made it clear. I’ve made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted.,hold public office vice president clear clear public statement violence prosecute prosecute commit prosecute
562,Wallace,But you’ve never called for the people…,call people
564,Wallace,"Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots.",excuse sir call leader portland oregon bring national guard knock day riot
565,Biden,They can in fact take care of it if he just stay out of the way.,fact care stay way
566,Trump,Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn’t do anything. I sent in the US Marshals they took care of business.,send marshall killer young man middle street shoot day portland send marshal take care business
567,Wallace,Go ahead sir.,ahead sir
568,Biden,"And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That’s what this is all about.",way spokesperson say riot chaos violence help cause
569,Trump,I don’t know who said that.,know say
572,Biden,I think Kellyanne Conway.,think kellyanne conway
573,Trump,I don’t think she said that.,think say
574,Biden,She said that.,say
575,Trump,I don’t think so.,think
576,Biden,"Here’s the point, the point is that that’s why he keeps trying to rile everything up. He doesn’t want to calm things down instead of going in and talking to people and saying, “Let’s get everybody together. Figure out how to deal with this.” What’s he do? He just pours gasoline in the fire constantly and every single solitary time.",point point keep try rile want calm thing instead go talk people say let everybody figure deal pour gasoline fire constantly single solitary time
577,Wallace,"Okay. And to end this, button up this segment I’m going to give you a minute to answer, sir. You have repeatedly criticized…",okay end button segment go minute answer sir repeatedly criticize
578,Trump,Does it mean I have to answer his stuff.,mean answer stuff
579,Wallace,You have repeatedly…,repeatedly
580,Trump,"Wait a second, you have made a statement.",wait second statement
581,Wallace,You’ve been talking back and forth. I’m asking you.,talk forth ask
582,Trump,I would love to end it.,love end
583,Wallace,You know sir if you want to switch seats we could very quickly can do that.,know sir want switch seat quickly
584,Trump,"I’ll send in the National Guard, it would be over. That’d be no problem. But I don’t want to accept the National Guard.",send national guard problem want accept national guard
585,Wallace,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland.,repeatedly criticize vice president specifically call antifa left wing extremist group willing tonight condemn white supremacist militia group need stand add violence number city see kenosha see portland
586,Trump,"Sure, I’m will to do that.",sure
587,Wallace,Are you prepared specifically to do it.,prepare specifically
588,Trump,I would say almost everything I see is from the left wing not from the right wing.,left wing right wing
589,Wallace,But what are you saying?,say
590,Trump,I’m willing to do anything. I want to see peace.,willing want peace
591,Wallace,"Well, do it, sir.",sir
593,Trump,"What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn.",want ahead want condemn
594,Wallace,White supremacist and right-wing militia.,white supremacist right wing militia
595,Trump,"Proud Boys, stand back and stand by. But I’ll tell you what somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left wing.",proud boy stand stand tell somebody get antifa left right wing problem left wing
596,Biden,"He’s own FBI Director said unlike white supremacist, Antifa is an idea not an organization-",fbi director say unlike white supremacist antifa idea organization
597,Trump,Oh you got to be kidding me.,get kid
598,Biden,… not a militia. That’s what his FBI Director said.,militia fbi director say
599,Trump,"Well, then you know what, he’s wrong.",know wrong
600,Wallace,"We’re done, sir. Moving onto the next… [crosstalk 00:42:46]",sir move
601,Trump,Antifa is bad.,antifa bad
602,Biden,"Every body in your administration tells you the true, it’s a bad idea. You have no idea about anything.",body administration tell true bad idea idea
603,Trump,"You know what, Antifa is a dangerous radical group.",know antifa dangerous radical group
604,Wallace,"All right, gentlemen we’re now moving onto the Trump-Biden record.",right gentleman move trump biden record
605,Trump,"And you ought to be careful of them, they’ll over throw you.",ought careful throw
606,Wallace,"I’m going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you’d like to quote one of your dad’s sayings, which is don’t compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I’m going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you’ll go first, two minutes.",go ask question president seek second term generally referendum record vice president biden like quote dad saying compare almighty compare alternative case sir alternative look record go ask voter elect president opponent segment president trump minute
607,Trump,"Because there is never been an administration or president who has done more than I’ve done in a period of three and a half years. And that’s despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that’s done what I’ve done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going.",administration president period half year despite impeachment hoax happen today hillary clinton big con job despite go thing fight flank administration great covid come great economy history low unemployment number good go
608,Trump,"And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it’s time maybe and then what happened? We got hit. But now we’re building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn’t have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we’ve rebuilt our military. And I’ll tell you something, some people say maybe the most important by the end of the first term I’ll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I’ll have so many judges because President Obama and him left me 128 judges to fill.",way unity go happen people call time year call say time maybe happen get hit build rebuilding military include space force thing fixing va mess people die proper health care mess get approval rating va vet care vet rebuild military tell people maybe important end term approximately federal judge court appeal judge hopefully great supreme court judge justice record like people reason judge president obama leave judge fill
609,Trump,"When you leave office, you don’t leave any judges. That’s like, you just don’t do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I’d say, if you left us 128 openings you can’t be a good president. You can’t be a good vice president but I want to thank you because it gives us almost, it’ll probably be above that number. By the end of this term, 300 judges. It’s a record.",leave office leave judge like leave opening member party little different philosophy leave opening good president good vice president want thank give probably number end term judge record
610,Wallace,"Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted.",look record voter elect president oppose president trump minute uninterrupted
611,Biden,"Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I’ve gone head to head with Putin and made it clear to him we’re not going to take any of his stuff. He’s Putin’s puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers.",president weak sicker poor divided violent vice president inherit recession ask fix leave boom economy cause recession regard weak fact go head head putin clear go stuff putin puppy refuse putin bounty head american soldier
612,Trump,You son got three and a half million dollars.,son get half million dollar
613,Biden,"By the way, my son…",way son
614,Wallace,"Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you’re a side agreed to it and why don’t you observe what your campaign agreed to as a ground rule. Okay, sir?",wait minute mr president campaign agree side minute answer uninterrupted agree observe campaign agree ground rule okay sir
615,Biden,He never keeps his word.,keep word
616,Wallace,"No, that was a rhetorical question.",rhetorical question
617,Biden,Can you get back 30 seconds?,second
618,Wallace,"Yes. You may have, go ahead.",yes ahead
619,Biden,"So thirdly, we’re poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you’re in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He’s President United States. It’s on his watch. And with regard to more divided the nation, it can’t stay divided. We can’t be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes.",thirdly poor billionaire get wealthy tune billion covid home get trouble term violent office violence america today president united states watch regard divide nation stay divided way speak son way talk military way talk loser sucker son iraq spend year get brown star get conspicuous service medal loser patriot people leave hero
621,Biden,And I resent-,resent
622,Trump,"Are you talking Hunter, are you talking about Hunter.",talk hunter talk hunter
623,Biden,"I’m talking about my son, Beau Biden, you’re talking about Hunter?",talk son beau biden talk hunter
624,Trump,I don’t know Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged.,know beau know hunter hunter get throw military throw dishonorably discharge
625,Biden,That’s not true he was not dishonorably discharged.,true dishonorably discharge
626,Trump,For cocaine use. And he didn’t have a job until you became vice president.,cocaine use job vice president
627,Biden,None of that is true.,true
628,Trump,"Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places.",vice president fortune ukraine china moscow place
629,Biden,That is not true.,true
630,Trump,He made a fortune and he didn’t have a job.,fortune job
631,Biden,"My son like a lot of people at home had a drug problem. He’s overtaking it. He’s fixed it. He’s worked on it. And I’m proud of him, I’m proud of my son.",son like lot people home drug problem overtake fix work proud proud son
632,Trump,But why was he given tens of millions of dollars?,give ten million dollar
633,Biden,He wasn’t given tens of millions of dollars. [crosstalk 00:48:23] It was all discredited.,give ten million dollar discredit
634,Wallace,"We’ve already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I’m going to make a judgment call here.",think american people hear substantial subject moderator sir go judgment
635,Trump,I know but when somebody gets three and a half million dollars from the Mayor of Moscow.,know somebody get half million dollar mayor moscow
636,Biden,That is not true. That report is totally discredited.,true report totally discredit
638,Biden,Mitt Romney on that committee said it wasn’t worth taxpayer’s money. That report was written for political reason.,mitt romney committee say worth taxpayer money report write political reason
639,Wallace,I’d like to talk about climate change.,like talk climate change
640,Biden,So would I.,i
641,Wallace,"Okay. The forest fires in the West are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blamed the fires on climate change. Mr. President, you said, I don’t think the science knows. Over your four years, you have pulled the US out of the Paris Climate Accord. You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?",okay forest fire west rage burn million acre displace hundred thousand people state official blame fire climate change mr president say think science know year pull paris climate accord roll number obama environmental record believe science climate change year confront
642,Trump,"I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon… If you look at our numbers right now, we are doing phenomenally. But I haven’t destroyed our businesses. Our businesses aren’t put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what’s going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You’ve got to have forest management.",want crystal clean water air want beautiful clean air low carbon look number right phenomenally destroy business business commission look paris accord disaster standpoint people actually happy go business far fire concern need forest management addition forest floor load tree dead tree year old like tinder leave drop cigarette forest burn get forest management
643,Wallace,"What do you believe about the science of climate change, sir?",believe science climate change sir
644,Trump,"I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that’s good. We’re planting a billion trees, the Billion Tree Project and it’s very exciting for a lot of people.",believe immaculate air immaculate water good plant billion tree billion tree project exciting lot people
645,Wallace,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet.",believe human pollution gas greenhouse gas emission contribute global warming planet
646,Trump,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management.",think lot thing think extent yes think extent yes think well management forest year california burn california burn clean forest management good forest management get call europe live forest city forest city maintain forest manage forest head major country forest city say sir tree far ignite easy california problem speak governor get governor say point year hundred thousand acre land burn ground burn lack management
647,Wallace,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?",sir believe science climate change roll obama clean power plan limit carbon emission power plant relax
648,Trump,Because it was driving energy prices through the sky.,drive energy price sky
649,Biden,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,relaxed fuel economy standard go create pollution car truck
650,Trump,"Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500.",happen car expensive safe car talk tiny difference happen cost car double triple number car purchase old slug year old car safe cheap
651,Wallace,But in the case of California they have simply ignored that.,case california simply ignore
652,Trump,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy.",lot car market people able afford car way go turn lot people agree people car get expensive computer place extra little bit gasoline okay electric car think electric car give big incentive electric car california crazy
653,Wallace,"All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs.",right vice president biden like respond president climate change record want ask concern propose trillion green job talk new limit abolish new limit fracke end use fossil fuel generate electricity zero admission greenhouse gas president say lot thing tank economy cost million job
654,Biden,"He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…",absolutely wrong number number fact administration recovery act charge able bring cost renewable energy cheap cheap coal gas oil go build coal fire plant america go build oil fire plant america go renewable energy number number go sure able federal fleet turn fleet run electric vehicle make sure go charge station highway go build future go build economy fact go provide ability million building sure fact weatherize way fact emit significantly gas oil heat go thing
